#,BOROUGH,BLOCK,NEIGHBORHOOD,BUILDING CLASS CATEGORY,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,BUILDING CLASS AT TIME OF SALE,TAX CLASS AT TIME OF SALE,SALE PRICE
1327,3,1642,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,1433,1377,1899,A5,1,815000
1294,3,1642,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,1425,1368,1899,A5,1,550000
1295,3,1642,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,1425,1368,1899,A5,1,310000
8388,3,1669,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,4115,1899,A5,1,2450000
1212,2,2287,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1400,1428,1899,A5,1,685000
2407,2,2288,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1624,2112,1899,A5,1,326500
127,2,2369,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS                    ,1,0,1,695,1152,1899,A5,1,370000
5050,2,2521,HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1000,1899,A5,1,355000
1549,2,2521,HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1500,1090,1899,A5,1,415000
1550,2,2521,HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1500,1090,1899,A5,1,130115
1545,2,2521,HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1500,1048,1899,A5,1,339000
1005,2,2782,MELROSE/CONCOURSE,01 ONE FAMILY DWELLINGS                    ,1,0,1,1327,1312,1899,A5,1,262500
1162,2,2811,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY DWELLINGS                    ,1,0,1,1382,1606,1899,A5,1,368000
2925,2,2826,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY DWELLINGS                    ,1,0,1,1700,1516,1899,A5,1,353000
5935,3,3418,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1975,1896,1899,A5,1,775000
5706,3,3440,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1950,1756,1899,A5,1,730000
5189,3,4025,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1900,1670,1899,A5,1,425000
7202,3,4192,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1704,1899,A5,1,280000
7087,3,4297,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1580,1899,A5,1,618000
7088,3,4297,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1580,1899,A5,1,325000
8876,3,4297,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2033,1580,1899,A5,1,250000
7316,3,5191,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1848,1899,A5,1,510000
7267,3,5191,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1800,1899,A5,1,715000
17835,4,6971,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,0,1,3000,1136,1899,A5,1,550000
21424,5,3808,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,1,0,1,4000,1080,1899,A6,1,100000
3200,4,15965,ARVERNE,01 ONE FAMILY DWELLINGS                    ,1,0,1,1735,846,1899,A6,1,334000
5548,3,577,RED HOOK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1933,2850,1899,A9,1,1275000
12900,3,588,RED HOOK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,1040,1899,A9,1,900000
6783,3,603,RED HOOK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1400,1899,A9,1,1550000
8797,3,657,SUNSET PARK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2020,1320,1899,A9,1,755000
14857,3,728,SUNSET PARK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2504,1020,1899,A9,1,960000
3283,3,1021,GOWANUS,01 ONE FAMILY DWELLINGS                    ,1,0,1,1750,1120,1899,A9,1,1200000
1293,3,1048,PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS                    ,1,0,1,1425,1306,1899,A9,1,840000
12799,5,1131,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,750,1899,A9,1,260000
12800,5,1131,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,750,1899,A9,1,579781
18659,3,1215,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,3051,3204,1899,A9,1,1520000
6132,1,1251,UPPER WEST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,0,1,1997,5377,1899,A9,1,12235640
19097,3,1374,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,0,1,3194,1152,1899,A9,1,110000
4971,1,1523,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,0,1,1888,3564,1899,A9,1,5750000
1569,3,1534,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,0,1,1500,1575,1899,A9,1,775000
1570,3,1534,OCEAN HILL,01 ONE FAMILY DWELLINGS                    ,1,0,1,1500,1575,1899,A9,1,310000
8957,3,1642,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2042,1634,1899,A9,1,930000
1328,3,1642,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,1433,1377,1899,A9,1,720000
12914,3,1667,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,1076,1899,A9,1,399000
6487,3,1683,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1240,1899,A9,1,560000
6488,3,1683,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1240,1899,A9,1,1083500
6497,3,1683,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2000,1244,1899,A9,1,690000
12780,3,1704,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,540,1899,A9,1,700000
12786,3,1704,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,625,1899,A9,1,505000
13655,3,1795,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,1700,1899,A9,1,900000
26779,3,2010,CLINTON HILL,01 ONE FAMILY DWELLINGS                    ,1,0,1,6780,3754,1899,A9,1,525000
1509,1,2042,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,0,1,1488,3951,1899,A9,1,2200000
1324,1,2042,HARLEM-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,0,1,1431,3591,1899,A9,1,2100000
1044,1,2067,HARLEM-UPPER,01 ONE FAMILY DWELLINGS                    ,1,0,1,1340,4944,1899,A9,1,3395000
1536,1,2071,HARLEM-WEST,01 ONE FAMILY DWELLINGS                    ,1,0,1,1499,2845,1899,A9,1,2260000
17652,2,2410,MELROSE/CONCOURSE,01 ONE FAMILY DWELLINGS                    ,1,0,1,2958,1984,1899,A9,1,250000
781,3,2559,GREENPOINT,01 ONE FAMILY DWELLINGS                    ,1,0,1,1250,1440,1899,A9,1,1300000
27347,2,2609,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS                    ,1,0,1,8316,2268,1899,A9,1,12303058
27348,2,2609,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS                    ,1,0,1,8316,2268,1899,A9,1,1130000
10169,3,2765,WILLIAMSBURG-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,2200,1608,1899,A9,1,1315000
1564,3,2772,WILLIAMSBURG-EAST,01 ONE FAMILY DWELLINGS                    ,1,0,1,1500,1500,1899,A9,1,1425000
13393,3,3172,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,0,1,2500,1500,1899,A9,1,1290000
813,3,3289,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,0,1,1260,1200,1899,A9,1,340000
9534,3,3486,CYPRESS HILLS,01 ONE FAMILY DWELLINGS                    ,1,0,1,2108,1350,1899,A9,1,380000
6719,3,4062,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,2,0,2,2000,1360,1899,A9,1,580000
25000,3,4154,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,0,1,5000,1644,1899,A9,1,175000
4618,3,5272,WINDSOR TERRACE,01 ONE FAMILY DWELLINGS                    ,1,0,1,1850,864,1899,A9,1,1125000
10492,3,263,BROOKLYN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2232,4992,1899,B1,1,7630000
7616,3,358,COBBLE HILL-WEST,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2160,1899,B1,1,1450000
2534,3,360,CARROLL GARDENS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1650,2880,1899,B1,1,2950000
981,3,371,CARROLL GARDENS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1317,2392,1899,B1,1,3600000
500,3,430,GOWANUS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1100,1950,1899,B1,1,2535000
2649,3,430,GOWANUS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1667,1632,1899,B1,1,1650000
351,3,470,CARROLL GARDENS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1000,1848,1899,B1,1,2350000
228,3,472,CARROLL GARDENS,02 TWO FAMILY DWELLINGS                    ,2,0,2,881,1512,1899,B1,1,1250000
745,1,520,SOHO,02 TWO FAMILY DWELLINGS                    ,2,0,2,1235,3300,1899,B1,1,2056500
2621,3,531,RED HOOK,02 TWO FAMILY DWELLINGS                    ,2,0,2,1667,960,1899,B1,1,1700000
15490,1,618,GREENWICH VILLAGE-WEST,02 TWO FAMILY DWELLINGS                    ,2,0,2,2581,6925,1899,B1,1,14000000
199,1,623,GREENWICH VILLAGE-WEST,02 TWO FAMILY DWELLINGS                    ,2,0,2,840,2160,1899,B1,1,7000000
8533,3,923,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2003,2128,1899,B1,1,1425000
8315,3,939,PARK SLOPE,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,3600,1899,B1,1,4600000
3309,3,946,PARK SLOPE,02 TWO FAMILY DWELLINGS                    ,2,0,2,1750,2142,1899,B1,1,2760000
2646,3,946,PARK SLOPE,02 TWO FAMILY DWELLINGS                    ,2,0,2,1667,1552,1899,B1,1,1900000
2648,3,946,PARK SLOPE,02 TWO FAMILY DWELLINGS                    ,2,0,2,1667,1624,1899,B1,1,3125000
7317,3,1003,GOWANUS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,1848,1899,B1,1,2150000
7274,3,1003,GOWANUS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,1800,1899,B1,1,2150000
2689,3,1016,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS                    ,2,0,2,1667,2112,1899,B1,1,1619750
14109,3,1034,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS                    ,2,0,2,2500,2256,1899,B1,1,2300000
5643,3,1042,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS                    ,2,0,2,1946,3050,1899,B1,1,2995000
600,3,1043,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS                    ,2,0,2,1174,1428,1899,B1,1,1725000
1757,3,1078,PARK SLOPE,02 TWO FAMILY DWELLINGS                    ,2,0,2,1530,3128,1899,B1,1,2300000
2984,3,1083,PARK SLOPE,02 TWO FAMILY DWELLINGS                    ,2,0,2,1700,2955,1899,B1,1,3650000
403,3,1164,PROSPECT HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1035,1776,1899,B1,1,2025000
2721,3,1201,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1667,2668,1899,B1,1,1725000
12417,3,1245,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2445,2660,1899,B1,1,1725000
12418,3,1245,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2445,2660,1899,B1,1,1300000
12419,3,1245,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2445,2680,1899,B1,1,1700000
9488,3,1378,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2100,3492,1899,B1,1,915000
9489,3,1378,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2100,3492,1899,B1,1,860000
5595,3,1382,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1941,2430,1899,B1,1,955000
15326,3,1459,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,2,0,2,2555,2700,1899,B1,1,755000
4837,3,1481,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,2,0,2,1875,2250,1899,B1,1,400000
4239,3,1504,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,2322,1899,B1,1,945000
7652,3,1505,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2200,1899,B1,1,605000
4170,3,1534,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,1980,1899,B1,1,350000
1571,3,1534,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,2,0,2,1500,1575,1899,B1,1,975500
7774,3,1646,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2400,1899,B1,1,1900000
7775,3,1646,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2400,1899,B1,1,900000
5330,3,1651,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1900,4152,1899,B1,1,2510000
4263,3,1668,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,2490,1899,B1,1,1400000
661,3,1671,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1200,2025,1899,B1,1,1316500
4277,3,1678,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,2670,1899,B1,1,50000
4526,3,1678,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1833,2436,1899,B1,1,850000
388,3,1681,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1020,2100,1899,B1,1,1325000
8128,3,1682,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,3080,1899,B1,1,1230000
735,1,1754,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,2,0,2,1231,3240,1899,B1,1,1550000
4856,3,1756,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1875,2532,1899,B1,1,1400000
4829,3,1770,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1875,2139,1899,B1,1,1060000
4150,3,1783,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,1936,1899,B1,1,880000
4151,3,1783,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,1936,1899,B1,1,300000
7621,3,1807,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2160,1899,B1,1,1550000
2838,1,1807,HARLEM-EAST,02 TWO FAMILY DWELLINGS                    ,2,0,2,1682,3000,1899,B1,1,424797
5876,3,1814,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1967,2478,1899,B1,1,1795000
1522,3,1850,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1495,2800,1899,B1,1,3300000
1224,3,1857,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1400,2174,1899,B1,1,1100000
3609,1,1937,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,2,0,2,1799,3600,1899,B1,1,1670000
3610,1,1937,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,2,0,2,1799,3600,1899,B1,1,1310000
2018,1,1942,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,2,0,2,1599,3200,1899,B1,1,2000000
8298,3,1947,CLINTON HILL,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,3444,1899,B1,1,2575000
931,3,1965,CLINTON HILL,02 TWO FAMILY DWELLINGS                    ,2,0,2,1300,1780,1899,B1,1,1384820
11286,3,2010,CLINTON HILL,02 TWO FAMILY DWELLINGS                    ,2,0,2,2332,4404,1899,B1,1,2752000
8842,3,2012,CLINTON HILL,02 TWO FAMILY DWELLINGS                    ,2,0,2,2025,3960,1899,B1,1,3125000
1538,1,2042,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,2,0,2,1499,3000,1899,B1,1,1625000
2428,1,2058,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,2,0,2,1632,4464,1899,B1,1,3000000
1969,1,2067,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,2,0,2,1582,3108,1899,B1,1,2036500
1968,1,2067,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,2,0,2,1582,2688,1899,B1,1,2600000
181,3,2471,WILLIAMSBURG-SOUTH,02 TWO FAMILY DWELLINGS                    ,2,0,2,811,1785,1899,B1,1,2000000
7753,3,2566,GREENPOINT,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2328,1899,B1,1,2800000
17602,3,2693,GREENPOINT,02 TWO FAMILY DWELLINGS                    ,2,0,2,2944,1906,1899,B1,1,1500000
4862,3,2693,GREENPOINT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1875,2700,1899,B1,1,1350000
17366,2,3319,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS                    ,2,0,2,2894,2292,1899,B1,1,670000
7433,3,3397,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2000,1899,B1,1,475000
12475,3,3586,BROWNSVILLE,02 TWO FAMILY DWELLINGS                    ,2,0,2,2450,2240,1899,B1,1,715000
12476,3,3586,BROWNSVILLE,02 TWO FAMILY DWELLINGS                    ,2,0,2,2450,2240,1899,B1,1,165100
20691,5,3591,GRANT CITY,02 TWO FAMILY DWELLINGS                    ,2,0,2,3800,716,1899,B1,1,419000
7534,4,3686,GLENDALE,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2080,1899,B1,1,779000
5044,3,3755,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,2,0,2,1900,950,1899,B1,1,600000
2591,3,4017,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,2,0,2,1660,2048,1899,B1,1,311000
7526,3,4111,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2080,1899,B1,1,411500
3495,3,4133,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1778,2160,1899,B1,1,465750
3304,3,4133,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1750,2080,1899,B1,1,620000
3305,3,4133,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1750,2080,1899,B1,1,660000
3310,3,4133,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1750,2160,1899,B1,1,720000
3311,3,4133,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1750,2160,1899,B1,1,570000
9974,3,4134,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2180,2040,1899,B1,1,710000
2601,3,4134,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1663,1972,1899,B1,1,230000
14117,3,4135,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2500,2280,1899,B1,1,465000
14118,3,4135,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2500,2280,1899,B1,1,425000
3344,3,4136,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1751,2380,1899,B1,1,450000
4214,3,4139,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,2220,1899,B1,1,650000
7434,3,4152,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2000,1899,B1,1,220000
3984,3,4154,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,1536,1899,B1,1,175000
3976,3,4154,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,1512,1899,B1,1,189000
4749,3,4154,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,2,0,2,1867,1620,1899,B1,1,700000
2973,3,4297,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,2,0,2,1700,2510,1899,B1,1,522025
7441,3,4297,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2000,1899,B1,1,685000
17243,2,4678,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,2,0,2,2856,1982,1899,B1,1,350000
17248,2,4678,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,2,0,2,2856,2538,1899,B1,1,608500
8832,3,4814,FLATBUSH-LEFFERTS GARDEN,02 TWO FAMILY DWELLINGS                    ,2,0,2,2025,2096,1899,B1,1,950000
8999,3,4903,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS                    ,2,0,2,2048,1200,1899,B1,1,750000
9000,3,4903,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS                    ,2,0,2,2048,1200,1899,B1,1,450000
2164,3,4916,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS                    ,2,0,2,1600,1624,1899,B1,1,995000
2165,3,4916,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS                    ,2,0,2,1600,1624,1899,B1,1,432000
11113,3,5191,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,2,0,2,2300,2340,1899,B1,1,350000
4338,3,5191,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,2,0,2,1800,3324,1899,B1,1,800000
9040,3,5193,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS                    ,2,0,2,2050,2080,1899,B1,1,430000
1082,3,5275,WINDSOR TERRACE,02 TWO FAMILY DWELLINGS                    ,2,0,2,1350,1432,1899,B1,1,1250000
5348,3,5290,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,2,0,2,1903,2475,1899,B1,1,975000
11159,3,5688,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2304,3192,1899,B1,1,1200000
7615,3,5705,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,2160,1899,B1,1,1300000
8200,3,5898,DYKER HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,3210,1899,B1,1,1310000
8309,3,5945,DYKER HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,3540,1899,B1,1,1255000
6274,3,6306,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,1000,1899,B1,1,1268000
2358,4,8894,WOODHAVEN,02 TWO FAMILY DWELLINGS                    ,2,0,2,1618,2120,1899,B1,1,865000
26409,5,26,NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,6000,4773,1899,B2,1,825000
27461,5,70,LIVINGSTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,9130,3456,1899,B2,1,746000
27462,5,70,LIVINGSTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,9130,3456,1899,B2,1,460911
20050,5,197,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,3500,3108,1899,B2,1,315000
27706,5,198,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,10465,2280,1899,B2,1,305000
27712,5,198,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,10500,2376,1899,B2,1,440000
24166,5,208,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,4544,1518,1899,B2,1,440000
16947,5,238,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,2,0,2,2800,2152,1899,B2,1,455000
25627,5,253,SILVER LAKE,02 TWO FAMILY DWELLINGS                    ,2,0,2,5254,2713,1899,B2,1,640000
17162,5,504,TOMPKINSVILLE,02 TWO FAMILY DWELLINGS                    ,2,0,2,2850,1320,1899,B2,1,310000
2754,3,879,SUNSET PARK,02 TWO FAMILY DWELLINGS                    ,2,0,2,1669,1100,1899,B2,1,950000
4660,3,879,SUNSET PARK,02 TWO FAMILY DWELLINGS                    ,2,0,2,1853,1368,1899,B2,1,1240000
6883,3,1003,GOWANUS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,1455,1899,B2,1,838370
6884,3,1003,GOWANUS,02 TWO FAMILY DWELLINGS                    ,2,0,2,2000,1455,1899,B2,1,851992
25161,5,1008,PORT RICHMOND,02 TWO FAMILY DWELLINGS                    ,2,0,2,5000,2362,1899,B2,1,275000
25162,5,1008,PORT RICHMOND,02 TWO FAMILY DWELLINGS                    ,2,0,2,5000,2362,1899,B2,1,251545
3193,3,1016,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS                    ,2,0,2,1733,2104,1899,B2,1,2510000
18306,5,1045,PORT RICHMOND,02 TWO FAMILY DWELLINGS                    ,2,0,2,3000,2068,1899,B2,1,480000
16424,5,1087,PORT RICHMOND,02 TWO FAMILY DWELLINGS                    ,2,0,2,2704,1728,1899,B2,1,485000
24197,5,1160,MARINERS HARBOR,02 TWO FAMILY DWELLINGS                    ,2,0,2,4563,1875,1899,B2,1,203324
6068,3,1376,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,2,0,2,1991,2465,1899,B2,1,540000
24675,3,1442,OCEAN HILL,02 TWO FAMILY DWELLINGS                    ,2,0,2,4886,2120,1899,B2,1,1200000
10125,3,1607,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,2200,1250,1899,B2,1,90000
2727,3,1624,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1667,2800,1899,B2,1,1589000
4817,3,1781,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1875,1968,1899,B2,1,1750000
2936,3,1788,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1700,1680,1899,B2,1,1640000
1982,3,1815,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,2,0,2,1586,1508,1899,B2,1,250000
